content_id,client_id,search_volume,competition,competition_level,cpc,content_type,main_intent,word_count,char_count,provider_used,model_used,content_age_days,days_since_last_update,impressions_90d,clicks_90d,pageviews_90d,sessions_90d,users_90d,engaged_sessions_90d,ai_sessions_90d,scroll_events_90d,days_with_impressions,days_with_sessions,impressions_last_30d,clicks_last_30d,sessions_last_30d,impressions_prev_30d,clicks_prev_30d,sessions_prev_30d,ctr,avg_position,engagement_rate,scroll_rate,ai_traffic_pct,trend_pct,age_tier,age_tier_order,freshness_tier,word_count_tier,char_count_tier,impression_tier,position_tier,trend_direction,is_declining_label,is_missing_position,is_missing_keyword_context,is_missing_word_count,log_impressions_90d,log_clicks_90d,log_sessions_90d,engaged_session_ratio,click_to_session_ratio,ml_opportunity_probability,opportunity_score,priority,action,primary_reason,confidence,queue_rank
content_bf36f75616f8,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,5993.0,39336.0,,gemini-3-flash-preview,287,104,15857,9,82,51,51,0,1,0,88,29,5246,4,24,4794,3,13,0.06,27.1,0.0,0.0,1.96,9.4,181-365,5,91-180,3500+,25000+,good,page_3_5,stable,0,0,1,0,9.671429383832344,2.302585092994046,3.951243718581428,0.0,5.666666666666667,0.7692,68.2,HIGH,REFRESH,High-Value Asset Under Pressure,0.83,3620
content_7b721c50ff02,client_4e07408562,20.0,0.01,LOW,0.0,keyword article,informational,3072.0,19576.0,,gemini-3-flash-preview,390,7,2468,3,6,5,5,2,0,2,88,5,376,2,2,681,1,2,0.12,4.2,40.0,33.33,0.0,-44.8,365+,6,0-30,2000-3500,15000-25000,moderate,page_1,down,1,0,0,0,7.81156848934518,1.3862943611198906,1.791759469228055,0.4,1.6666666666666667,0.8813,68.2,HIGH,OPTIMIZE,Observed Traffic Decline Risk,0.8,3621
content_2e26acd1c8aa,client_f74efabef1,10.0,0.0,LOW,0.0,keyword article,informational,2741.0,18153.0,google,gemini-3-flash-preview,125,20,2965,2,22,20,20,0,0,1,88,10,557,0,14,1583,2,3,0.07,10.8,0.0,4.55,0.0,-64.8,91-180,4,0-30,2000-3500,15000-25000,moderate,striking,down,1,0,0,0,7.994969522697877,1.0986122886681098,3.044522437723423,0.0,10.0,0.7643,68.2,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.83,3622
content_cdf12b9d21e0,client_4e07408562,10.0,0.0,LOW,0.0,keyword article,informational,2430.0,15853.0,,gemini-3-flash-preview,228,13,2729,1,4,4,3,0,0,0,88,3,801,0,1,968,1,1,0.04,13.3,0.0,0.0,0.0,-17.3,181-365,5,0-30,2000-3500,15000-25000,moderate,striking,stable,0,0,0,0,7.912056888179006,0.6931471805599453,1.6094379124341005,0.0,4.0,0.7692,68.2,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.83,3623
content_1c1be189ad5e,client_19581e27de,10.0,0.13,LOW,0.0,keyword article,commercial,0.0,0.0,,,329,104,2954,11,11,10,9,1,0,1,88,8,357,3,2,978,4,7,0.37,2.3,10.0,9.09,0.0,-63.5,181-365,5,91-180,unknown,unknown,moderate,top_3,down,1,0,0,1,7.991253929840199,2.4849066497880004,2.3978952727983707,0.1,0.9090909090909092,0.7532,68.2,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.83,3624
content_5d4cd0c99100,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,5239.0,34402.0,,gemini-3-flash-preview,151,104,10805,3,77,41,41,1,0,2,88,25,1856,0,21,4214,1,12,0.03,43.8,2.44,2.6,0.0,-56.0,91-180,4,91-180,3500+,25000+,good,page_3_5,down,1,0,1,0,9.28785681440401,1.3862943611198906,3.737669618283368,0.024390243902439,10.0,0.7924,68.1,HIGH,REFRESH,High-Value Asset Under Pressure,0.85,3625
content_52790bf4dec2,client_19581e27de,140.0,0.24,LOW,0.69,keyword article,transactional,2726.0,17674.0,google,gemini-3-flash-preview,91,20,12405,19,60,54,52,2,0,5,82,35,3448,6,12,3912,5,18,0.15,5.0,3.7,8.33,0.0,-11.9,91-180,4,0-30,2000-3500,15000-25000,good,page_1,stable,0,0,0,0,9.425935505533063,2.995732273553991,4.007333185232471,0.037037037037037,2.8421052631578947,0.7088,68.1,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.8,3626
content_eb299374f25e,client_e629fa6598,40.0,0.57,MEDIUM,1.33,keyword article,transactional,1303.0,8618.0,,unknown,358,104,307,0,2,2,2,0,0,0,62,2,17,0,1,48,0,0,0.0,13.6,0.0,0.0,0.0,-64.6,181-365,5,91-180,1000-2000,8000-15000,moderate,striking,down,1,0,0,0,5.730099782973574,0.0,1.0986122886681098,0.0,2.0,0.7903,68.1,HIGH,OPTIMIZE,Observed Traffic Decline Risk,0.77,3627
content_c3970ef960d5,client_7f2253d7e2,0.0,0.0,LOW,0.0,keyword article,informational,2935.0,18680.0,google,gemini-3-flash-preview,106,106,2801,2,5,4,4,0,0,1,87,4,210,2,2,990,0,1,0.07,23.8,0.0,20.0,0.0,-78.8,91-180,4,91-180,2000-3500,15000-25000,moderate,page_3_5,down,1,0,1,0,7.938088726896952,1.0986122886681098,1.6094379124341005,0.0,2.0,0.8536,68.1,HIGH,REFRESH,High-Value Asset Under Pressure,0.88,3628
content_0228bb776000,client_19581e27de,0.0,0.0,LOW,0.0,keyword article,transactional,0.0,0.0,,,330,104,3935,10,15,9,8,1,0,2,88,8,312,0,0,969,4,6,0.25,3.5,11.11,13.33,0.0,-67.8,181-365,5,91-180,unknown,unknown,good,page_1,down,1,0,1,1,8.277920258172143,2.3978952727983707,2.302585092994046,0.1111111111111111,0.9,0.7227,68.1,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.81,3629
content_c6c386bdd1ff,client_19581e27de,20.0,0.01,LOW,0.0,keyword article,informational,0.0,0.0,,,148,104,739,0,11,11,11,0,0,0,85,5,84,0,9,299,0,2,0.0,11.4,0.0,0.0,0.0,-71.9,91-180,4,91-180,unknown,unknown,moderate,striking,down,1,0,0,1,6.606650186198215,0.0,2.4849066497880004,0.0,10.0,0.7462,68.1,HIGH,OPTIMIZE,Observed Traffic Decline Risk,0.75,3630
content_bb7eaf808751,client_6208ef0f77,70.0,0.0,LOW,0.0,keyword article,transactional,6326.0,42064.0,,gemini-3-flash-preview,236,104,1291,2,58,47,47,0,0,4,87,16,242,2,12,522,0,4,0.15,14.8,0.0,6.9,0.0,-53.6,181-365,5,91-180,3500+,25000+,moderate,striking,down,1,0,0,0,7.163946684342547,1.0986122886681098,3.871201010907891,0.0,10.0,0.7385,68.1,HIGH,OPTIMIZE,Observed Traffic Decline Risk,0.75,3631
content_a8d6b09ae779,client_19581e27de,40.0,0.99,HIGH,0.98,keyword article,transactional,0.0,0.0,,,362,104,485,1,1,1,1,0,0,0,65,1,15,1,1,221,0,0,0.21,3.7,0.0,0.0,0.0,-93.2,181-365,5,91-180,unknown,unknown,moderate,page_1,down,1,0,0,1,6.186208623900494,0.6931471805599453,0.6931471805599453,0.0,1.0,0.798,68.1,HIGH,OPTIMIZE,Observed Traffic Decline Risk,0.77,3632
content_eb4699c6e5be,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,5599.0,37028.0,,gemini-3-flash-preview,223,104,552,0,102,56,56,2,0,2,82,11,154,0,47,172,0,8,0.0,20.0,3.57,1.96,0.0,-10.5,181-365,5,91-180,3500+,25000+,moderate,page_3_5,stable,0,0,1,0,6.315358001522335,0.0,4.04305126783455,0.0357142857142857,10.0,0.7696,68.1,HIGH,OPTIMIZE,Observed Traffic Decline Risk,0.76,3633
content_65e547dc02ba,client_7f2253d7e2,0.0,0.0,LOW,0.0,keyword article,informational,3161.0,21097.0,,gemini-2.5-flash,147,20,779,1,1,1,1,0,0,1,82,1,78,1,0,356,0,0,0.13,8.0,0.0,100.0,0.0,-78.1,91-180,4,0-30,2000-3500,15000-25000,moderate,page_1,down,1,0,1,0,6.659293919683638,0.6931471805599453,0.6931471805599453,0.0,1.0,0.8381,68.1,HIGH,OPTIMIZE,Observed Traffic Decline Risk,0.79,3634
content_9fcca7d9a279,client_3fdba35f04,0.0,0.0,LOW,0.0,keyword article,informational,1377.0,8695.0,,gpt-4o-mini,284,104,580,2,7,4,4,0,0,0,84,4,47,0,1,135,0,1,0.34,8.4,0.0,0.0,0.0,-65.2,181-365,5,91-180,1000-2000,8000-15000,moderate,page_1,down,1,0,1,0,6.364750756851911,1.0986122886681098,1.6094379124341005,0.0,2.0,0.8085,68.1,HIGH,OPTIMIZE,Observed Traffic Decline Risk,0.77,3635
content_4d9960e7326e,client_19581e27de,10.0,0.0,LOW,0.0,keyword article,informational,0.0,0.0,,,441,22,529,0,2,2,2,0,0,0,56,2,20,0,2,48,0,0,0.0,4.0,0.0,0.0,0.0,-58.3,365+,6,0-30,unknown,unknown,moderate,page_1,down,1,0,0,1,6.272877006546167,0.0,1.0986122886681098,0.0,2.0,0.8379,68.1,HIGH,OPTIMIZE,Observed Traffic Decline Risk,0.79,3636
content_b8d68f649f2a,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,6118.0,38785.0,,gemini-3-flash-preview,286,104,8407,17,277,198,194,2,0,21,88,42,1416,5,63,2133,6,20,0.2,19.7,1.01,7.58,0.0,-33.6,181-365,5,91-180,3500+,25000+,good,striking,down,1,0,1,0,9.036938912556788,2.8903717578961645,5.293304824724492,0.0101010101010101,10.0,0.6522,68.1,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.78,3637
content_651cb49a5bde,client_19581e27de,0.0,0.0,LOW,0.0,keyword article,transactional,0.0,0.0,,,330,104,5399,3,11,10,9,0,0,0,88,9,1073,1,2,883,0,4,0.06,5.4,0.0,0.0,0.0,21.5,181-365,5,91-180,unknown,unknown,good,page_1,up,0,0,1,1,8.594154232552366,1.3862943611198906,2.3978952727983707,0.0,3.333333333333333,0.6531,68.1,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.78,3638
content_6e9cdb6c971a,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,5968.0,38239.0,,gemini-3-flash-preview,287,104,9139,4,187,146,146,0,0,10,88,33,1718,2,28,3173,1,15,0.04,24.2,0.0,5.35,0.0,-45.9,181-365,5,91-180,3500+,25000+,good,page_3_5,down,1,0,1,0,9.120415664448196,1.6094379124341005,4.990432586778736,0.0,10.0,0.7943,68.1,HIGH,REFRESH,High-Value Asset Under Pressure,0.85,3639
content_152ec3aa462e,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,6083.0,40019.0,,gemini-3-flash-preview,287,104,8123,1,19,12,11,1,2,1,88,8,1338,1,3,1598,0,2,0.01,43.4,8.33,5.26,16.67,-16.3,181-365,5,91-180,3500+,25000+,good,page_3_5,stable,0,0,1,0,9.002577922700276,0.6931471805599453,2.5649493574615367,0.0833333333333333,10.0,0.8188,68.1,HIGH,REFRESH,High-Value Asset Under Pressure,0.86,3640
content_11b610735193,client_19581e27de,20.0,0.05,LOW,0.0,keyword article,transactional,0.0,0.0,,,256,104,1008,0,2,2,2,0,0,0,80,2,162,0,1,266,0,1,0.0,11.8,0.0,0.0,0.0,-39.1,181-365,5,91-180,unknown,unknown,moderate,striking,down,1,0,0,1,6.9167150203536085,0.0,1.0986122886681098,0.0,2.0,0.7288,68.1,HIGH,OPTIMIZE,Observed Traffic Decline Risk,0.74,3641
content_8e9dc8a03242,client_3fdba35f04,0.0,0.0,LOW,0.0,keyword article,informational,1646.0,10217.0,openai,gpt-4o-mini,124,104,1582,3,44,37,36,0,0,8,87,14,156,1,5,454,0,3,0.19,23.0,0.0,18.18,0.0,-65.6,91-180,4,91-180,1000-2000,8000-15000,moderate,page_3_5,down,1,0,1,0,7.367077059881012,1.3862943611198906,3.6375861597263857,0.0,10.0,0.8835,68.1,HIGH,INVESTIGATE,Observed Traffic Decline Risk,0.8,3642
content_dfd628f37304,client_19581e27de,0.0,0.0,LOW,0.0,keyword article,informational,0.0,0.0,,,144,104,849,1,15,14,13,0,0,0,85,10,109,0,8,263,0,2,0.12,7.1,0.0,0.0,0.0,-58.6,91-180,4,91-180,unknown,unknown,moderate,page_1,down,1,0,1,1,6.745236349484363,0.6931471805599453,2.70805020110221,0.0,10.0,0.757,68.1,HIGH,OPTIMIZE,Observed Traffic Decline Risk,0.75,3643
content_cb7b29cfd2d2,client_19581e27de,390.0,0.07,LOW,0.4,keyword article,informational,0.0,0.0,,,417,22,6674,7,15,11,11,0,0,0,88,10,694,2,3,1923,3,8,0.1,4.1,0.0,0.0,0.0,-63.9,365+,6,0-30,unknown,unknown,good,page_1,down,1,0,0,1,8.80612448326845,2.079441541679836,2.4849066497880004,0.0,1.5714285714285714,0.7217,68.1,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.81,3644
content_4ba3e8955c14,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,6470.0,41164.0,,gemini-3-flash-preview,286,104,5960,0,94,77,77,0,0,8,88,23,1163,0,20,1294,0,4,0.0,23.3,0.0,8.51,0.0,-10.1,181-365,5,91-180,3500+,25000+,good,page_3_5,stable,0,0,1,0,8.692993531219926,0.0,4.356708826689592,0.0,10.0,0.8169,68.1,HIGH,REFRESH,High-Value Asset Under Pressure,0.86,3645
content_e901090a30db,client_19581e27de,70.0,0.43,MEDIUM,0.26,keyword article,commercial,0.0,0.0,,,257,104,2965,1,3,3,3,0,0,0,88,3,780,0,1,966,0,2,0.03,11.0,0.0,0.0,0.0,-19.3,181-365,5,91-180,unknown,unknown,moderate,striking,stable,0,0,0,1,7.994969522697877,0.6931471805599453,1.3862943611198906,0.0,3.0,0.6789,68.1,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.79,3646
content_4c62a9e0d749,client_7f2253d7e2,0.0,0.0,LOW,0.0,keyword article,informational,2850.0,18030.0,google,gemini-3-flash-preview,90,20,1184,3,6,5,4,0,0,1,86,4,128,1,2,474,2,2,0.25,9.5,0.0,16.67,0.0,-73.0,31-90,3,0-30,2000-3500,15000-25000,moderate,page_1,down,1,0,1,0,7.077498053569231,1.3862943611198906,1.791759469228055,0.0,1.6666666666666667,0.8358,68.1,HIGH,OPTIMIZE,Observed Traffic Decline Risk,0.78,3647
content_9eb1bf192868,client_19581e27de,10.0,0.36,MEDIUM,0.0,keyword article,informational,0.0,0.0,,,329,104,9947,25,39,28,26,1,0,2,88,17,1620,6,7,2520,3,9,0.25,2.9,3.57,5.13,0.0,-35.7,181-365,5,91-180,unknown,unknown,good,top_3,down,1,0,0,1,9.205126804923296,3.258096538021482,3.367295829986474,0.0357142857142857,1.12,0.6579,68.1,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.78,3648
content_aeb3c0da92cc,client_8527a891e2,0.0,0.0,LOW,0.0,keyword article,informational,1457.0,9330.0,,gpt-4o-mini,273,104,329,1,2,2,2,0,0,0,61,2,29,1,2,83,0,0,0.3,11.2,0.0,0.0,0.0,-65.1,181-365,5,91-180,1000-2000,8000-15000,moderate,striking,down,1,0,1,0,5.799092654460526,0.6931471805599453,1.0986122886681098,0.0,2.0,0.8323,68.1,HIGH,OPTIMIZE,Observed Traffic Decline Risk,0.78,3649
content_40c33271c3de,client_3fdba35f04,0.0,0.0,LOW,0.0,keyword article,informational,2763.0,16873.0,openai,gemini-3-flash-preview,131,14,6665,28,101,74,72,1,0,16,88,34,534,6,11,1601,4,8,0.42,3.9,1.35,15.84,0.0,-66.6,91-180,4,0-30,2000-3500,15000-25000,good,page_1,down,1,0,1,0,8.804775258867686,3.367295829986474,4.31748811353631,0.0135135135135135,2.642857142857143,0.7809,68.1,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.84,3650
content_7fd278d546f7,client_19581e27de,210.0,0.14,LOW,0.06,keyword article,commercial,2652.0,17995.0,google,gemini-3-flash-preview,124,20,6291,18,15,13,13,0,0,0,87,11,352,0,1,1482,5,6,0.29,3.5,0.0,0.0,0.0,-76.2,91-180,4,0-30,2000-3500,15000-25000,good,page_1,down,1,0,0,0,8.747034264178168,2.9444389791664403,2.6390573296152584,0.0,0.7222222222222222,0.7551,68.1,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.83,3651
content_78c3c2873576,client_19581e27de,10.0,0.23,LOW,0.0,keyword article,commercial,0.0,0.0,,,148,104,282,0,3,3,3,0,0,0,76,3,32,0,2,118,0,1,0.0,9.4,0.0,0.0,0.0,-72.9,91-180,4,91-180,unknown,unknown,low,page_1,down,1,0,0,1,5.645446897643238,0.0,1.3862943611198906,0.0,3.0,0.7943,68.1,HIGH,REFRESH,Observed Traffic Decline Risk,0.77,3652
content_86ac9077d4d1,client_19581e27de,0.0,0.0,LOW,0.0,keyword article,informational,2952.0,20279.0,google,gemini-3-flash-preview,98,20,3703,6,12,9,8,0,0,1,81,7,408,3,6,1299,1,2,0.16,2.6,0.0,8.33,0.0,-68.6,91-180,4,0-30,2000-3500,15000-25000,good,top_3,down,1,0,1,0,8.21716859576607,1.9459101490553128,2.302585092994046,0.0,1.5,0.7632,68.1,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.83,3653
content_2112ebb1b7f9,client_bbb965ab0c,10.0,0.51,MEDIUM,0.0,keyword article,informational,3133.0,22496.0,google,gemini-3-flash-preview,131,15,1369,1,8,8,8,0,0,1,88,7,352,1,4,465,0,3,0.07,12.5,0.0,12.5,0.0,-24.3,91-180,4,0-30,2000-3500,15000-25000,moderate,striking,down,1,0,0,0,7.222566018822171,0.6931471805599453,2.19722457733622,0.0,8.0,0.8066,68.1,HIGH,OPTIMIZE,Observed Traffic Decline Risk,0.77,3654
content_31b21583c35a,client_19581e27de,10.0,0.0,LOW,0.0,keyword article,informational,0.0,0.0,,,236,104,7011,3,8,8,8,0,0,0,88,8,1046,0,1,1417,0,5,0.04,7.6,0.0,0.0,0.0,-26.2,181-365,5,91-180,unknown,unknown,good,page_1,down,1,0,0,1,8.855378246041125,1.3862943611198906,2.19722457733622,0.0,2.6666666666666665,0.6367,68.1,HIGH,OPTIMIZE,Observed Traffic Decline Risk,0.7,3655
content_f99bfbf1adc1,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,7588.0,47329.0,,gemini-3-flash-preview,299,104,15533,8,219,127,127,3,0,7,88,39,2618,5,76,4992,2,29,0.05,28.1,2.36,3.2,0.0,-47.6,181-365,5,91-180,3500+,25000+,good,page_3_5,down,1,0,1,0,9.650786448979591,2.19722457733622,4.852030263919617,0.0236220472440944,10.0,0.7722,68.1,HIGH,REFRESH,High-Value Asset Under Pressure,0.84,3656
content_071c40cf83c1,client_f74efabef1,20.0,0.0,LOW,0.0,keyword article,commercial,2523.0,16524.0,google,gemini-3-flash-preview,117,20,1389,0,15,13,13,0,0,5,88,7,292,0,2,669,0,5,0.0,10.8,0.0,33.33,0.0,-56.4,91-180,4,0-30,2000-3500,15000-25000,moderate,striking,down,1,0,0,0,7.237059026124737,0.0,2.6390573296152584,0.0,10.0,0.7894,68.1,HIGH,OPTIMIZE,Observed Traffic Decline Risk,0.77,3657
content_261a94fab49b,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,commercial,8102.0,53683.0,,gemini-3-flash-preview,287,104,9134,9,167,134,133,0,1,10,88,31,1740,3,25,2941,1,10,0.1,33.6,0.0,5.99,0.75,-40.8,181-365,5,91-180,3500+,25000+,good,page_3_5,down,1,0,1,0,9.119868468812108,2.302585092994046,4.90527477843843,0.0,10.0,0.7945,68.1,HIGH,REFRESH,High-Value Asset Under Pressure,0.85,3658
content_19b2e2ca87ea,client_7f2253d7e2,0.0,0.0,LOW,0.0,keyword article,informational,3372.0,21237.0,,gemini-2.5-flash,224,20,13121,179,212,173,167,0,0,87,88,65,2927,102,102,4262,50,43,1.36,5.9,0.0,41.04,0.0,-31.3,181-365,5,0-30,2000-3500,15000-25000,good,page_1,down,1,0,1,0,9.482045489904824,5.19295685089021,5.159055299214529,0.0,0.9664804469273744,0.8771,68.1,HIGH,REFRESH,High-Value Asset Under Pressure,0.89,3659
content_0f558d0e7c41,client_19581e27de,10.0,0.21,LOW,0.0,keyword article,transactional,0.0,0.0,,,329,104,6405,10,10,9,9,0,0,3,88,9,1909,1,3,2523,4,4,0.16,5.1,0.0,30.0,0.0,-24.3,181-365,5,91-180,unknown,unknown,good,page_1,down,1,0,0,1,8.764990330169104,2.3978952727983707,2.302585092994046,0.0,0.9,0.6585,68.1,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.78,3660
content_056b0e259990,client_19581e27de,30.0,0.0,LOW,0.0,keyword article,transactional,3298.0,22406.0,google,gemini-3-flash-preview,112,20,9880,19,26,20,20,0,0,1,88,17,669,2,4,1908,9,9,0.19,4.0,0.0,3.85,0.0,-64.9,91-180,4,0-30,2000-3500,15000-25000,good,page_1,down,1,0,0,0,9.198369000194964,2.995732273553991,3.044522437723423,0.0,1.0526315789473684,0.7177,68.1,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.81,3661
content_3a994e99fbfe,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,6689.0,42748.0,,gemini-3-flash-preview,229,104,191,0,30,15,15,0,0,0,56,5,19,0,8,76,0,7,0.0,13.0,0.0,0.0,0.0,-75.0,181-365,5,91-180,3500+,25000+,low,striking,down,1,0,1,0,5.2574953720277815,0.0,2.772588722239781,0.0,10.0,0.8158,68.1,HIGH,REFRESH,Routine Operational Monitoring,0.7,3662
content_7130ed2e1a6c,client_bbb965ab0c,880.0,0.04,LOW,0.23,keyword article,informational,2405.0,15725.0,google,gemini-3-flash-preview,91,15,2920,10,20,20,20,0,0,0,85,17,888,2,11,1109,6,6,0.34,13.7,0.0,0.0,0.0,-19.9,91-180,4,0-30,2000-3500,15000-25000,moderate,striking,stable,0,0,0,0,7.979681302387741,2.3978952727983707,3.044522437723423,0.0,2.0,0.8073,68.1,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.85,3663
content_b5162eb45307,client_19581e27de,0.0,0.0,LOW,0.0,keyword article,informational,3136.0,21557.0,google,gemini-3-flash-preview,119,20,546,0,4,4,4,0,0,1,79,4,79,0,3,114,0,1,0.0,6.2,0.0,25.0,0.0,-30.7,91-180,4,0-30,2000-3500,15000-25000,moderate,page_1,down,1,0,1,0,6.304448802421981,0.0,1.6094379124341005,0.0,4.0,0.8371,68.1,HIGH,OPTIMIZE,Observed Traffic Decline Risk,0.78,3664
content_34fcb24f2beb,client_19581e27de,720.0,0.21,LOW,0.29,keyword article,commercial,2832.0,18669.0,google,gemini-3-flash-preview,124,104,8603,13,29,25,25,2,0,3,88,19,2148,3,12,2579,3,6,0.15,4.8,8.0,10.34,0.0,-16.7,91-180,4,91-180,2000-3500,15000-25000,good,page_1,stable,0,0,0,0,9.05998249038762,2.6390573296152584,3.258096538021482,0.08,1.9230769230769231,0.6607,68.1,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.78,3665
content_503878c6b087,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,4173.0,28075.0,google,gemini-2.5-flash,139,104,5564,9,70,38,38,2,0,2,88,21,559,2,21,2196,2,8,0.16,10.7,5.26,2.86,0.0,-74.5,91-180,4,91-180,3500+,25000+,good,striking,down,1,0,1,0,8.624252263709645,2.302585092994046,3.6635616461296463,0.0526315789473684,4.222222222222222,0.6771,68.1,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.79,3666
content_f51e9248f467,client_3fdba35f04,10.0,0.05,LOW,0.0,keyword article,transactional,2363.0,14503.0,,gemini-3-flash-preview,284,26,24800,11,36,29,29,0,0,9,88,20,2817,4,7,9218,3,7,0.04,20.4,0.0,25.0,0.0,-69.4,181-365,5,0-30,2000-3500,8000-15000,good,page_3_5,down,1,0,0,0,10.118639253920785,2.4849066497880004,3.4011973816621555,0.0,2.636363636363636,0.8148,68.1,HIGH,REFRESH,High-Value Asset Under Pressure,0.86,3667
content_f57df93d1a2a,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,6726.0,43809.0,,gemini-3-flash-preview,148,104,2643,0,6,3,3,0,0,1,88,3,203,0,2,1138,0,1,0.0,35.0,0.0,16.67,0.0,-82.2,91-180,4,91-180,3500+,25000+,moderate,page_3_5,down,1,0,1,0,7.880048200971577,0.0,1.3862943611198906,0.0,3.0,0.8577,68.1,HIGH,REFRESH,High-Value Asset Under Pressure,0.88,3668
content_e36a6e98f705,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,commercial,3007.0,19151.0,google,gemini-3-flash-preview,124,104,154,0,34,22,22,0,0,0,61,11,32,0,10,49,0,5,0.0,12.5,0.0,0.0,0.0,-34.7,91-180,4,91-180,2000-3500,15000-25000,low,striking,down,1,0,1,0,5.043425116919247,0.0,3.1354942159291497,0.0,10.0,0.8253,68.1,HIGH,REFRESH,Routine Operational Monitoring,0.7,3669
content_051bbd12872c,client_19581e27de,0.0,0.0,LOW,0.0,keyword article,informational,0.0,0.0,,,236,104,408,0,8,8,8,0,0,1,84,8,78,0,5,135,0,2,0.0,4.8,0.0,12.5,0.0,-42.2,181-365,5,91-180,unknown,unknown,moderate,page_1,down,1,0,1,1,6.013715156042802,0.0,2.19722457733622,0.0,8.0,0.7765,68.1,HIGH,OPTIMIZE,Observed Traffic Decline Risk,0.76,3670
content_69505ac56875,client_8722616204,70.0,0.05,LOW,0.24,keyword article,transactional,2916.0,18202.0,,gemini-3-flash-preview,228,104,419,0,8,8,7,1,0,1,69,6,47,0,5,229,0,2,0.0,9.4,12.5,12.5,0.0,-79.5,181-365,5,91-180,2000-3500,15000-25000,moderate,page_1,down,1,0,0,0,6.040254711277414,0.0,2.19722457733622,0.125,8.0,0.8024,68.1,HIGH,OPTIMIZE,Observed Traffic Decline Risk,0.77,3671
content_dda54794e201,client_3fdba35f04,20.0,0.58,MEDIUM,0.04,keyword article,informational,1391.0,8677.0,,gpt-4o-mini,310,104,1903,0,6,4,4,0,0,2,88,3,181,0,2,452,0,0,0.0,27.0,0.0,33.33,0.0,-60.0,181-365,5,91-180,1000-2000,8000-15000,moderate,page_3_5,down,1,0,0,0,7.55171221535131,0.0,1.6094379124341005,0.0,4.0,0.8758,68.1,HIGH,REFRESH,Observed Traffic Decline Risk,0.8,3672
content_400da27b7b89,client_a88a7902cb,30.0,0.15,LOW,0.0,keyword article,transactional,2759.0,18057.0,google,gemini-3-flash-preview,90,20,216,0,11,5,5,0,0,2,56,5,63,0,0,56,0,1,0.0,5.9,0.0,18.18,0.0,12.5,31-90,3,0-30,2000-3500,15000-25000,low,page_1,stable,0,0,0,0,5.37989735354046,0.0,1.791759469228055,0.0,5.0,0.8849,68.1,HIGH,REFRESH,Observed Traffic Decline Risk,0.8,3673
content_256a6c212300,client_4e07408562,10.0,0.02,LOW,0.0,keyword article,informational,3093.0,19867.0,,gemini-3-flash-preview,421,7,1584,0,4,4,4,0,0,0,88,3,292,0,4,558,0,0,0.0,18.3,0.0,0.0,0.0,-47.7,365+,6,0-30,2000-3500,15000-25000,moderate,striking,down,1,0,0,0,7.368339686311381,0.0,1.6094379124341005,0.0,4.0,0.7955,68.1,HIGH,OPTIMIZE,Observed Traffic Decline Risk,0.77,3674
content_f47336c85dbb,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,2978.0,18610.0,google,gemini-3-flash-preview,125,104,15374,4,210,118,118,1,1,1,88,21,2172,3,84,5606,0,25,0.03,37.3,0.85,0.48,0.85,-61.3,91-180,4,91-180,2000-3500,15000-25000,good,page_3_5,down,1,0,1,0,9.64049809267472,1.6094379124341005,4.77912349311153,0.0084745762711864,10.0,0.7702,68.1,HIGH,REFRESH,High-Value Asset Under Pressure,0.84,3675
